date,price,unitsordered,sales,cogs,fba,reffee,adspend,profit,comp_1_price,comp_2_price,comp_3_price,comp_4_price,comp_5_price,comp_data_min_price,comp_data_max_price,managed_fba_stock_level,min_price,max_price
2022/7/27,30.79,71,2186,824,562,328,75,397,29.95,30.14,31.99,44.78,,29.95,44.78,1202,25.99,31.99
2022/7/28,30.89,85,2626,986,672,394,70,504,29.95,30.14,31.99,44.78,,29.95,44.78,1287,25.99,31.99
2022/7/29,30.69,71,2179,824,562,327,45,421,29.95,30.14,31.99,44.78,,29.95,44.78,1225,25.99,31.99
2022/7/30,30.99,16,496,186,127,74,4,105,29.95,30.14,31.99,44.78,,29.95,44.78,1352,25.99,31.99
2022/7/31,30.89,10,309,116,79,46,3,65,29.95,30.14,31.99,44.78,,29.95,44.78,1288,25.99,31.99
2022/8/1,30.79,79,2432,916,625,365,55,471,29.95,29.99,33.99,44.84,,29.95,44.84,1445,25.99,31.99
2022/8/2,30.49,84,2561,974,664,384,37,502,29.95,29.99,33.99,44.84,,29.95,44.84,1698,25.99,31.99
2022/8/3,29.89,106,3168,1230,838,475,73,552,29.95,29.99,33.99,44.84,,29.95,44.84,1680,25.99,31.99
2022/8/4,30.69,86,2639,998,680,396,52,513,29.95,29.99,33.99,44.84,,29.95,44.84,1605,25.99,31.99
2022/8/5,30.59,81,2478,940,641,372,32,493,29.95,29.99,33.99,44.84,,29.95,44.84,1509,25.99,31.99
2022/8/6,30.89,15,463,174,119,69,7,94,29.95,29.99,33.99,44.84,,29.95,44.84,1410,25.99,31.99
2022/8/7,30.89,14,432,162,111,65,4,90,29.95,29.99,33.99,44.84,,29.95,44.84,1340,25.99,31.99
2022/8/8,29.49,94,2772,1090,744,416,68,454,29.95,30.09,34.99,44.77,,29.95,44.77,1853,25.99,31.99
2022/8/9,30.79,89,2740,1032,704,411,43,550,29.95,30.09,34.99,44.77,,29.95,44.77,1788,25.99,31.99
2022/8/10,30.79,94,2894,1090,744,434,40,586,29.95,30.09,34.99,44.77,,29.95,44.77,1742,25.99,31.99
2022/8/11,30.69,84,2578,974,664,387,98,455,29.95,30.09,34.99,44.77,,29.95,44.77,1649,25.99,31.99
2022/8/12,30.39,79,2401,916,625,360,59,441,29.95,30.09,34.99,44.77,,29.95,44.77,1562,25.99,31.99
2022/8/13,30.89,26,803,302,206,120,8,167,29.95,30.09,34.99,44.77,,29.95,44.77,1474,25.99,31.99
2022/8/14,30.99,18,558,209,142,84,3,120,29.95,30.09,34.99,44.77,,29.95,44.77,1372,25.99,31.99
2022/8/15,30.69,96,2946,1114,759,442,54,577,29.95,30.09,34.99,44.77,,29.95,44.77,2270,25.99,31.99
2022/8/16,30.79,79,2432,916,625,365,58,468,29.95,30.09,34.99,44.77,,29.95,44.77,2182,25.99,31.99
2022/8/17,30.79,86,2648,998,680,397,92,481,29.95,30.09,34.99,44.77,,29.95,44.77,2116,25.99,31.99
2022/8/18,30.79,103,3171,1195,815,476,64,621,29.95,30.09,34.99,44.77,,29.95,44.77,2035,25.99,31.99
2022/8/19,30.69,78,2394,905,617,359,74,439,29.95,30.09,34.99,44.77,,29.95,44.77,1946,25.99,31.99
2022/8/20,30.89,26,803,302,206,120,22,153,29.95,30.09,34.99,44.77,,29.95,44.77,1881,25.99,31.99
2022/8/21,30.99,14,434,162,111,65,6,90,29.95,30.09,34.99,44.77,,29.95,44.77,2953,25.99,31.99
2022/8/22,30.29,105,3180,1218,831,477,36,618,29.95,30.09,34.99,44.77,,29.95,44.77,2929,25.99,31.99
2022/8/23,30.79,91,2802,1056,720,420,76,530,29.95,30.09,34.99,44.77,,29.95,44.77,2846,25.99,31.99
2022/8/24,30.49,86,2622,998,680,393,39,512,29.95,29.99,34.99,44.8,,29.95,44.8,2785,25.99,31.99
2022/8/25,30.69,131,4020,1520,1036,603,71,790,29.95,29.99,34.99,44.8,,29.95,44.8,2706,25.99,31.99
2022/8/26,30.79,70,2155,812,554,323,49,417,29.95,29.99,34.99,44.8,,29.95,44.8,2669,25.99,31.99
2022/8/27,30.99,12,372,139,95,56,14,68,29.95,29.99,34.99,44.8,,29.95,44.8,2572,25.99,31.99
2022/8/28,30.69,36,1105,418,285,166,5,231,29.95,29.99,34.99,44.8,,29.95,44.8,2519,25.99,31.99
2022/8/29,30.89,85,2626,986,672,394,66,508,29.95,29.99,34.99,44.8,,29.95,44.8,2482,25.99,31.99
2022/8/30,30.39,85,2583,986,672,387,58,480,29.95,29.99,34.99,44.77,,29.95,44.77,2411,25.99,31.99
2022/8/31,30.79,91,2802,1056,720,420,46,560,29.95,29.99,34.99,44.77,,29.95,44.77,2345,25.99,31.99
2022/9/1,30.49,106,3232,1230,838,485,46,633,29.95,29.99,34.99,44.77,,29.95,44.77,2267,25.99,31.99
2022/9/2,29.99,75,2249,870,593,337,65,384,29.95,29.99,34.99,44.77,,29.95,44.77,2191,25.99,31.99
2022/9/3,30.89,14,432,162,111,65,18,76,29.95,29.99,34.99,44.77,,29.95,44.77,2099,25.99,31.99
2022/9/4,30.79,11,339,128,87,51,4,69,29.95,29.99,34.99,44.77,,29.95,44.77,2035,25.99,31.99
2022/9/5,30.89,26,803,302,206,120,8,167,29.95,29.99,34.99,44.77,,29.95,44.77,1962,25.99,31.99
2022/9/6,30.89,76,2348,882,601,352,86,427,29.95,29.99,34.99,44.77,,29.95,44.77,1966,25.99,31.99
2022/9/7,30.79,85,2617,986,672,393,66,500,29.95,29.99,34.99,44.77,,29.95,44.77,1922,25.99,31.99
2022/9/8,30.79,95,2925,1102,751,439,69,564,29.95,29.99,34.99,44.77,,29.95,44.77,1861,25.99,31.99
2022/9/9,27.09,95,2574,1102,751,386,64,271,29.95,29.99,34.99,44.77,,29.95,44.77,1784,25.99,31.99
2022/9/10,26.79,25,670,290,198,100,11,71,29.95,29.99,34.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/11,26.99,18,486,209,142,73,16,46,29.95,29.99,34.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/12,25.89,140,3625,1624,1107,544,109,241,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/13,25.69,165,4239,1914,1305,636,123,261,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/14,28.49,113,3219,1311,894,483,85,446,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/15,28.79,107,3081,1241,846,462,73,459,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/16,28.69,100,2869,1160,791,430,70,418,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/17,28.89,14,404,162,111,61,11,59,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/18,28.99,16,464,186,127,70,12,69,29.95,29.99,39.99,44.77,,29.95,44.77,,25.99,31.99
2022/9/19,28.79,84,2418,974,664,363,88,329,29.95,29.99,44.99,44.77,,29.95,44.99,,25.99,31.99
2022/9/20,28.79,95,2735,1102,751,410,77,395,29.95,29.99,44.99,44.77,,29.95,44.99,,25.99,31.99
2022/9/21,28.79,105,3023,1218,831,453,84,437,29.95,29.99,44.99,44.77,,29.95,44.99,,25.99,31.99
2022/9/22,28.79,106,3052,1230,838,458,81,445,29.95,29.99,44.99,44.77,,29.95,44.99,,25.99,31.99
2022/9/23,28.79,102,2937,1183,807,441,56,450,29.95,29.99,44.99,44.77,,29.95,44.99,1667,25.99,31.99
2022/9/24,28.99,29,841,336,229,126,17,133,29.95,29.99,44.99,44.77,,29.95,44.99,2014,25.99,31.99
2022/9/25,28.89,20,578,232,158,87,4,97,29.95,29.99,44.99,44.77,,29.95,44.99,1829,25.99,31.99
2022/9/26,28.49,98,2792,1137,775,419,65,396,29.95,29.99,44.99,44.77,,29.95,44.99,1778,25.99,31.99
2022/9/27,28.89,90,2600,1044,712,390,66,388,29.95,29.99,44.99,44.77,,29.95,44.99,1677,25.99,31.99
2022/9/28,28.49,113,3219,1311,894,483,97,434,29.95,29.99,44.99,44.77,,29.95,44.99,1637,25.99,31.99
2022/9/29,29.39,102,2998,1183,807,450,77,481,29.95,29.99,44.99,44.77,,29.95,44.99,1779,25.99,31.99
2022/9/30,30.79,62,1909,719,490,286,31,383,29.95,29.99,44.99,44.77,,29.95,44.99,1695,25.99,31.99
2022/10/1,30.79,12,369,139,95,55,17,63,29.95,29.99,44.99,44.77,,29.95,44.99,1596,25.99,31.99
2022/10/2,30.99,19,589,220,150,88,11,120,29.95,29.99,44.99,44.77,,29.95,44.99,1514,25.99,31.99
2022/10/3,30.49,96,2927,1114,759,439,54,561,29.95,29.99,44.99,70.83,,29.95,70.83,1474,25.99,31.99
2022/10/4,30.69,112,3437,1299,886,516,101,635,29.95,29.99,44.99,70.83,,29.95,70.83,1412,25.99,31.99
2022/10/5,30.69,111,3407,1288,878,511,90,640,29.95,29.99,44.99,70.83,,29.95,70.83,1353,25.99,31.99
2022/10/6,30.79,85,2617,986,672,393,73,493,29.95,29.99,44.99,70.83,,29.95,70.83,1289,25.99,31.99
2022/10/7,30.39,95,2887,1102,751,433,57,544,29.95,29.99,44.99,70.83,,29.95,70.83,1538,25.99,31.99
2022/10/8,30.89,9,278,104,71,42,10,51,29.95,29.99,44.99,70.83,,29.95,70.83,1442,25.99,31.99
2022/10/9,30.89,13,402,151,103,60,1,87,29.95,29.99,44.99,70.83,,29.95,70.83,2270,25.99,31.99
2022/10/10,30.39,73,2218,847,577,333,78,383,29.95,29.99,44.99,70.83,,29.95,70.83,2235,25.99,31.99
2022/10/11,30.89,81,2502,940,641,375,98,448,29.95,29.99,44.99,70.83,,29.95,70.83,2190,25.99,31.99
2022/10/12,30.89,81,2502,940,641,375,110,436,29.95,29.99,44.99,52.01,,29.95,52.01,2097,25.99,31.99
2022/10/13,30.59,118,3610,1369,933,542,110,656,29.95,29.99,44.99,52.01,,29.95,52.01,2025,25.99,31.99
2022/10/14,30.79,97,2987,1125,767,448,56,591,29.95,29.99,44.99,52.01,,29.95,52.01,1969,25.99,31.99
2022/10/15,30.89,20,618,232,158,93,13,122,29.95,29.99,44.99,52.01,,29.95,52.01,1872,25.99,31.99
2022/10/16,30.89,16,494,186,127,74,17,90,29.95,29.99,44.99,52.01,,29.95,52.01,1989,25.99,31.99
2022/10/17,30.19,88,2657,1021,696,399,63,478,29.95,29.99,44.99,52.01,,29.95,52.01,1934,25.99,31.99
2022/10/18,30.39,128,3890,1485,1012,584,93,716,29.95,29.99,44.99,52.01,,29.95,52.01,1861,25.99,31.99
2022/10/19,30.59,120,3671,1392,949,551,56,723,29.95,29.99,44.99,52.01,,29.95,52.01,1798,25.99,31.99
2022/10/20,29.79,118,3515,1369,933,527,71,615,29.95,29.99,44.99,52.01,,29.95,52.01,1719,25.99,31.99
2022/10/21,29.79,57,1698,661,451,255,33,298,29.95,29.99,44.99,52.01,,29.95,52.01,1616,25.99,31.99
2022/10/22,29.89,18,538,209,142,81,12,94,29.95,29.99,44.99,52.01,,29.95,52.01,1493,25.99,31.99
2022/10/23,29.99,13,390,151,103,58,13,65,29.95,29.99,44.99,52.01,,29.95,52.01,1395,25.99,31.99
2022/10/24,29.79,91,2711,1056,720,407,36,492,29.95,29.99,44.99,52.01,,29.95,52.01,1833,25.99,31.99
2022/10/25,29.49,97,2861,1125,767,429,34,506,29.95,29.99,44.99,52.01,,29.95,52.01,1770,25.99,31.99
2022/10/26,29.79,108,3217,1253,854,483,98,529,29.95,29.99,44.99,52.01,,29.95,52.01,1733,25.99,31.99
2022/10/27,29.69,113,3355,1311,894,503,71,576,29.95,29.99,43.99,52.01,,29.95,52.01,1663,25.99,31.99
2022/10/28,29.59,110,3255,1276,870,488,60,561,29.95,29.99,43.99,52.01,,29.95,52.01,2798,25.99,31.99
2022/10/29,29.89,19,568,220,150,85,9,104,29.95,29.99,43.99,52.01,,29.95,52.01,2704,25.99,31.99
2022/10/30,29.99,22,660,255,174,99,11,121,29.95,29.99,43.99,52.01,,29.95,52.01,2484,25.99,31.99
2022/10/31,29.89,84,2511,974,664,377,36,460,29.95,30.08,43.99,52.01,,29.95,52.01,2408,25.99,31.99
2022/11/1,29.89,101,3019,1172,799,453,44,551,29.95,30.08,43.99,52.01,,29.95,52.01,2356,25.99,31.99
2022/11/2,29.69,136,4038,1578,1076,606,103,675,29.95,30.08,43.99,52.01,,29.95,52.01,2290,25.99,31.99
2022/11/3,29.79,103,3068,1195,815,460,67,531,29.95,30.08,43.99,52.01,,29.95,52.01,2207,25.99,31.99
2022/11/4,29.39,75,2204,870,593,331,52,358,29.95,30.08,43.99,52.01,,29.95,52.01,,25.99,31.99
2022/11/5,28.69,24,689,278,190,103,8,110,29.95,30.08,43.99,52.01,,29.95,52.01,2207,25.99,31.99
2022/11/6,29.99,11,330,128,87,50,32,33,29.95,30.08,43.99,52.01,,29.95,52.01,2059,25.99,31.99
2022/11/7,28.99,104,3015,1206,823,452,56,478,29.95,29.99,43.99,53.18,,29.95,53.18,2008,25.99,31.99
2022/11/8,29.49,87,2566,1009,688,385,44,440,29.95,29.99,43.99,53.18,,29.95,53.18,2008,25.99,31.99
2022/11/9,29.79,93,2770,1079,736,416,68,471,29.95,29.99,43.99,53.18,,29.95,53.18,1886,25.99,31.99
2022/11/10,29.79,125,3724,1450,989,559,76,650,29.95,29.99,43.99,53.18,,29.95,53.18,1774,25.99,31.99
2022/11/11,29.79,54,1609,626,427,241,34,281,29.95,29.99,43.99,53.18,,29.95,53.18,1703,25.99,31.99
2022/11/12,29.99,17,510,197,134,76,16,87,29.95,29.99,43.99,53.18,,29.95,53.18,1703,25.99,31.99
2022/11/13,29.89,26,777,302,206,117,21,131,29.95,29.99,43.99,53.18,,29.95,53.18,1585,25.99,31.99
2022/11/14,29.89,81,2421,940,641,363,45,432,29.95,29.99,42.99,53.18,,29.95,53.18,1520,25.99,31.99
2022/11/15,29.89,128,3826,1485,1012,574,59,696,29.95,29.99,42.99,53.18,,29.95,53.18,1446,25.99,31.99
2022/11/16,29.59,119,3521,1380,941,528,70,602,29.95,29.99,42.99,53.18,,29.95,53.18,1446,25.99,31.99
2022/11/17,29.39,104,3057,1206,823,459,66,503,29.95,29.99,42.99,53.18,,29.95,53.18,1446,25.99,31.99
2022/11/18,29.79,70,2085,812,554,313,36,370,29.95,29.99,42.99,53.18,,29.95,53.18,2481,25.99,31.99
2022/11/19,29.89,25,747,290,198,112,6,141,29.95,29.99,42.99,53.18,,29.95,53.18,2390,25.99,31.99
2022/11/20,29.89,18,538,209,142,81,5,101,29.95,29.99,42.99,53.18,,29.95,53.18,2665,25.99,31.99
2022/11/21,29.49,84,2477,974,664,372,15,452,29.95,29.99,42.99,53.18,,29.95,53.18,2618,25.99,31.99
2022/11/22,29.79,81,2413,940,641,362,67,403,29.95,29.99,42.99,53.18,,29.95,53.18,2618,25.99,31.99
2022/11/23,29.39,81,2381,940,641,357,64,379,29.95,29.99,42.99,53.18,,29.95,53.18,2618,25.99,31.99
2022/11/24,29.99,11,330,128,87,50,8,57,29.95,29.99,42.99,53.18,,29.95,53.18,2417,25.99,31.99
2022/11/25,29.89,26,777,302,206,117,3,149,29.95,29.99,42.99,53.18,,29.95,53.18,2303,25.99,31.99
2022/11/26,29.99,12,360,139,95,54,8,64,29.95,29.99,42.99,53.18,,29.95,53.18,2303,25.99,31.99
2022/11/27,29.99,16,480,186,127,72,10,85,29.95,29.99,42.99,53.18,,29.95,53.18,2303,25.99,31.99
2022/11/28,29.79,94,2800,1090,744,420,79,467,29.95,29.99,42.99,41.99,,29.95,42.99,2303,25.99,31.99
2022/11/29,29.69,112,3325,1299,886,499,52,589,29.95,29.99,39.99,53.18,,29.95,53.18,2303,25.99,31.99
2022/11/30,29.79,103,3068,1195,815,460,63,535,29.95,29.99,39.99,53.18,,29.95,53.18,2140,25.99,31.99
2022/12/1,29.79,122,3634,1415,965,545,74,635,29.95,29.99,39.99,53.18,,29.95,53.18,2090,25.99,31.99
2022/12/2,29.49,85,2507,986,672,376,50,423,29.95,29.99,39.99,53.18,,29.95,53.18,2034,25.99,31.99
2022/12/3,29.89,26,777,302,206,117,15,137,29.95,29.99,39.99,53.18,,29.95,53.18,2034,25.99,31.99
2022/12/4,29.99,21,630,244,166,94,11,115,29.95,29.99,39.99,53.18,,29.95,53.18,3320,25.99,31.99
2022/12/5,29.79,106,3158,1230,838,474,59,557,29.95,29.99,39.99,53.18,,29.95,53.18,3228,25.99,31.99
2022/12/6,29.59,110,3255,1276,870,488,46,575,29.95,29.99,39.99,53.5,,29.95,53.5,3100,25.99,31.99
2022/12/7,29.69,111,3296,1288,878,494,62,574,29.95,29.99,39.99,52.71,,29.95,52.71,3017,25.99,31.99
2022/12/8,29.79,91,2711,1056,720,407,57,471,29.95,29.99,39.99,52.73,,29.95,52.73,3017,25.99,31.99
2022/12/9,29.79,90,2681,1044,712,402,38,485,29.95,29.99,39.99,52.73,,29.95,52.73,3017,25.99,31.99
2022/12/10,29.89,12,359,139,95,54,24,47,29.95,29.99,39.99,52.73,,29.95,52.73,3017,25.99,31.99
2022/12/11,29.99,19,570,220,150,86,5,109,29.95,29.99,39.99,52.73,,29.95,52.73,3017,25.99,31.99
2022/12/12,29.49,92,2713,1067,728,407,31,480,29.95,29.99,39.99,52.73,,29.95,52.73,3017,25.99,31.99
2022/12/13,29.49,109,3214,1264,862,482,42,564,29.95,29.99,39.99,52.73,,29.95,52.73,3017,25.99,31.99
2022/12/14,29.39,90,2645,1044,712,397,37,455,29.95,29.99,39.99,52.89,,29.95,52.89,2692,25.99,31.99
2022/12/15,28.59,98,2802,1137,775,420,53,417,29.95,29.99,39.99,52.89,,29.95,52.89,2687,25.99,31.99
2022/12/16,29.79,94,2800,1090,744,420,62,484,29.95,29.99,39.99,52.89,,29.95,52.89,2612,25.99,31.99
2022/12/17,29.89,11,329,128,87,49,7,58,29.95,29.99,39.99,52.89,,29.95,52.89,2535,25.99,31.99
2022/12/18,29.89,20,598,232,158,90,20,98,29.95,29.99,39.99,52.89,,29.95,52.89,2493,25.99,31.99
2022/12/19,29.69,90,2672,1044,712,401,48,467,29.95,29.99,39.99,52.89,,29.95,52.89,2421,25.99,31.99
2022/12/20,29.79,80,2383,928,633,357,36,429,29.95,29.99,39.99,52.89,,29.95,52.89,2353,25.99,31.99
2022/12/21,29.79,88,2622,1021,696,393,58,454,29.95,29.99,37.99,52.89,,29.95,52.89,2344,25.99,31.99
2022/12/22,29.69,83,2464,963,657,370,29,445,29.95,29.99,37.99,52.89,,29.95,52.89,2297,25.99,31.99
2022/12/23,29.29,44,1289,510,348,193,17,221,29.95,29.99,37.99,52.89,,29.95,52.89,2281,25.99,31.99
2022/12/24,29.99,5,150,58,40,22,0,30,29.95,29.99,37.99,52.89,,29.95,52.89,2184,25.99,31.99
2022/12/25,29.99,10,300,116,79,45,0,60,29.95,29.99,37.99,52.89,,29.95,52.89,2147,25.99,31.99
2022/12/26,29.89,37,1106,429,293,166,26,192,29.95,29.99,37.99,52.89,,29.95,52.89,2115,25.99,31.99
2022/12/27,29.69,96,2850,1114,759,428,33,516,29.95,29.99,37.99,52.89,,29.95,52.89,2120,25.99,31.99
2022/12/28,29.69,97,2880,1125,767,432,67,489,29.95,29.99,37.99,52.89,,29.95,52.89,2064,25.99,31.99
2022/12/29,29.89,85,2541,986,672,381,39,463,29.95,29.99,37.99,52.89,,29.95,52.89,2001,25.99,31.99
2022/12/30,29.69,63,1870,731,498,280,25,336,29.95,29.99,37.99,52.89,,29.95,52.89,1919,25.99,31.99
2022/12/31,29.79,8,238,93,63,36,11,35,29.95,29.99,37.99,52.89,,29.95,52.89,1831,25.99,31.99
2023/1/1,29.89,14,418,162,111,63,9,73,29.95,29.99,37.99,52.89,,29.95,52.89,1766,25.99,31.99
2023/1/2,29.79,55,1638,638,435,246,34,285,29.98,39.99,37.99,52.9,,29.98,52.9,1749,25.99,31.99
2023/1/3,29.09,121,3520,1404,957,528,82,549,29.98,39.99,37.99,52.9,,29.98,52.9,1754,25.99,31.99
2023/1/4,29.79,145,4320,1682,1147,648,82,761,29.98,39.99,37.99,52.9,,29.98,52.9,1719,25.99,31.99
2023/1/5,25.29,138,3490,1601,1092,524,90,183,29.98,39.99,37.99,52.9,,29.98,52.9,1676,25.99,31.99
2023/1/6,25.79,99,2553,1148,783,383,83,156,29.98,39.99,37.99,52.9,,29.98,52.9,3745,25.99,31.99
2023/1/8,25.89,20,518,232,158,78,20,30,29.98,39.99,37.99,52.9,,29.98,52.9,3562,25.99,31.99
2023/1/9,25.69,136,3494,1578,1076,524,85,231,29.98,39.99,37.99,52.9,,29.98,52.9,4033,25.99,31.99
2023/1/10,25.59,156,3992,1810,1234,599,93,256,29.98,39.99,37.99,52.9,,29.98,52.9,5031,25.99,31.99
2023/1/11,25.89,120,3107,1392,949,466,84,216,29.98,39.99,37.99,52.9,,29.98,52.9,5056,25.99,31.99
2023/1/12,25.69,96,2466,1114,759,370,103,120,29.98,39.99,37.99,52.9,,29.98,52.9,4922,25.99,31.99
2023/1/13,25.49,79,2014,916,625,302,68,103,29.98,39.99,37.99,53.18,,29.98,53.18,4792,25.99,31.99
2023/1/14,25.89,24,621,278,190,93,20,40,29.98,39.99,37.99,53.18,,29.98,53.18,4662,25.99,31.99
2023/1/15,24.99,27,675,313,214,101,12,35,29.98,39.99,37.99,53.18,,29.98,53.18,4584,25.99,31.99
2023/1/16,26.79,90,2411,1044,712,362,88,205,29.98,39.99,37.99,53.18,,29.98,53.18,4542,25.99,31.99
2023/1/17,26.39,108,2850,1253,854,428,92,223,29.98,39.99,37.99,53.18,,29.98,53.18,4491,25.99,31.99
2023/1/18,31.29,112,3504,1299,886,526,72,721,29.98,39.99,37.99,53.18,,29.98,53.18,4381,25.99,31.99
2023/1/19,31.29,102,3192,1183,807,479,61,662,29.98,39.99,37.99,53.18,,29.98,53.18,4295,25.99,31.99
2023/1/20,29.99,91,2729,1056,720,409,34,510,29.98,39.99,37.99,53.18,,29.98,53.18,4199,25.99,31.99
2023/1/21,31.89,19,606,220,150,91,20,125,29.98,39.99,37.99,53.18,,29.98,53.18,4092,25.99,31.99
2023/1/22,31.89,17,542,197,134,81,6,124,29.98,39.99,37.99,53.18,,29.98,53.18,4012,25.99,31.99
2023/1/23,30.89,70,2162,812,554,324,31,441,29.98,39.99,37.99,53.18,,29.98,53.18,3935,25.99,31.99
2023/1/24,30.39,75,2279,870,593,342,59,415,29.98,39.99,37.99,53.18,,29.98,53.18,3861,25.99,31.99
2023/1/25,28.79,82,2361,951,649,354,60,347,29.98,39.99,37.99,53.18,,29.98,53.18,3806,25.99,31.99
2023/1/26,28.49,130,3704,1508,1028,556,83,529,29.98,39.99,37.99,53.18,,29.98,53.18,3741,25.99,31.99
2023/1/27,28.79,91,2620,1056,720,393,38,413,29.98,39.99,37.99,53.18,,29.98,53.18,3652,25.99,31.99
2023/1/28,28.89,21,607,244,166,91,15,91,29.98,39.99,37.99,53.18,,29.98,53.18,5362,25.99,31.99
2023/1/29,28.79,11,317,128,87,48,5,49,29.98,39.99,37.99,53.18,,29.98,53.18,5267,25.99,31.99
2023/1/30,28.79,94,2706,1090,744,406,70,396,29.98,39.99,37.99,53.18,,29.98,53.18,5195,25.99,31.99
2023/1/31,28.49,115,3276,1334,910,491,73,468,29.98,39.99,37.99,53.18,,29.98,53.18,5121,25.99,31.99
2023/2/1,27.09,105,2844,1218,831,427,82,286,29.98,39.99,37.99,53.18,,29.98,53.18,5073,25.99,31.99
2023/2/2,27.09,105,2844,1218,831,427,42,326,29.98,39.99,37.99,53.18,,29.98,53.18,4978,25.99,31.99
2023/2/3,27.09,105,2844,1218,831,427,37,331,29.98,39.99,34.99,53.18,,29.98,53.18,4873,25.99,31.99
2023/2/4,27.09,105,2844,1218,831,427,19,349,29.98,39.99,34.99,53.18,,29.98,53.18,4771,25.99,31.99
2023/2/5,27.09,105,2844,1218,831,427,3,365,29.98,39.99,34.99,53.18,,29.98,53.18,4694,25.99,31.99
2023/2/6,27.09,105,2844,1218,831,427,38,330,29.98,39.99,34.99,53.18,,29.98,53.18,4138,25.99,31.99
2023/2/7,28.79,72,2073,835,570,311,53,304,29.98,39.99,34.99,53.18,,29.98,53.18,4074,25.99,31.99
2023/2/8,28.79,91,2620,1056,720,393,51,400,29.98,39.99,34.99,53.18,,29.98,53.18,4027,25.99,31.99
2023/2/9,28.89,69,1993,800,546,299,61,287,29.98,39.99,34.99,53.18,,29.98,53.18,4444,25.99,31.99
2023/2/10,28.79,75,2159,870,593,324,38,334,29.98,39.99,29.99,53.18,,29.98,53.18,4383,25.99,31.99
2023/2/11,28.99,19,551,220,150,83,2,96,29.98,39.99,29.99,53.18,,29.98,53.18,4302,25.99,31.99
2023/2/12,28.99,17,493,197,134,74,6,82,29.98,39.99,29.99,53.18,,29.98,53.18,4243,25.99,31.99
2023/2/13,28.89,88,2542,1021,696,381,25,419,29.98,39.99,29.99,53.18,,29.98,53.18,4187,25.99,31.99
2023/2/14,28.89,87,2513,1009,688,377,37,402,29.98,39.99,29.99,53.18,,29.98,53.18,4147,25.99,31.99
2023/2/15,28.79,87,2505,1009,688,376,83,349,29.98,39.99,29.99,53.18,,29.98,53.18,3752,25.99,31.99
